hours	outs	dppm
06:30	12783	391
07:30	13666	439
08:30	12718	707
09:30	491	10081
10:30	0	1000000
11:30	11908	27124
12:30	3900	256
13:30	0	0
14:30	0	0
15:30	0	0
16:30	0	0
17:30	0	0
