hours,outs,dppm
2017-08-31 06:30,12991,846
2017-08-31 07:30,12858,1320
2017-08-31 08:30,10989,455
2017-08-31 09:30,14922,402
2017-08-31 10:30,12973,924
2017-08-31 11:30,13978,643
2017-08-31 12:30,12772,391
2017-08-31 13:30,10889,1559
2017-08-31 14:30,3994,1001
2017-08-31 15:30,0,0
2017-08-31 16:30,0,0
2017-08-31 17:30,0,0
