hours,outs,dppm
2017-08-31 06:30,5876,510
2017-08-31 07:30,5879,340
2017-08-31 08:30,7339,136
2017-08-31 09:30,9299,108
2017-08-31 10:30,10372,289
2017-08-31 11:30,5930,506
2017-08-31 12:30,7386,271
2017-08-31 13:30,7340,272
2017-08-31 14:30,2932,0
2017-08-31 15:30,0,0
2017-08-31 16:30,0,0
2017-08-31 17:30,0,0
