hours,outs,dppm
2017-08-31 06:30,10805,647
2017-08-31 07:30,9852,304
2017-08-31 08:30,10810,924
2017-08-31 09:30,9770,409
2017-08-31 10:30,10266,487
2017-08-31 11:30,10250,2045
2017-08-31 12:30,10704,280
2017-08-31 13:30,9324,964
2017-08-31 14:30,2941,340
2017-08-31 15:30,0,0
2017-08-31 16:30,0,0
2017-08-31 17:30,0,0
