hours	outs	dppm
06:30	5606	2314
07:30	11288	885
08:30	12101	413
09:30	11898	840
10:30	10928	366
11:30	12955	77
12:30	10433	479
13:30	10407	672
14:30	12273	326
15:30	6920	578
16:30	0	0
17:30	0	0
