hours,outs,dppm
2017-08-31 06:30,14900,0
2017-08-31 07:30,11877,168
2017-08-31 08:30,11938,586
2017-08-31 09:30,11369,352
2017-08-31 10:30,14418,1039
2017-08-31 11:30,12332,1296
2017-08-31 12:30,12905,77
2017-08-31 13:30,12944,154
2017-08-31 14:30,1960,0
2017-08-31 15:30,0,0
2017-08-31 16:30,0,0
2017-08-31 17:30,0,0
