hours	outs	dppm
06:30	11732	1362
07:30	12185	1148
08:30	10299	1164
09:30	11785	1356
10:30	11711	1109
11:30	10336	870
12:30	11746	681
13:30	11705	768
14:30	3873	774
15:30	0	0
16:30	0	0
17:30	0	0
