hours	outs	dppm
06:30	8435	1539
07:30	13826	506
08:30	9945	2307
09:30	9946	1004
10:30	11853	84
11:30	14372	834
12:30	14377	348
13:30	13292	1352
14:30	4964	604
15:30	0	0
16:30	0	0
17:30	0	0
