hours,outs,dppm
2017-08-24 06:30,11431,262
2017-08-24 07:30,12480,400
2017-08-24 08:30,10974,455
2017-08-24 09:30,13653,439
2017-08-24 10:30,12291,650
2017-08-24 11:30,12308,1298
2017-08-24 12:30,12534,1354
2017-08-24 13:30,14255,2659
2017-08-24 14:30,11808,931
2017-08-24 15:30,13925,287
2017-08-24 16:30,12403,725
2017-08-24 17:30,7926,4146
