hours	outs	dppm
2017-08-23 06:30	10990	364
2017-08-23 07:30	11976	751
2017-08-23 08:30	11996	500
2017-08-23 09:30	11482	957
2017-08-23 10:30	9425	106
2017-08-23 11:30	12488	320
2017-08-23 12:30	14644	23343
2017-08-23 13:30	12465	1282
2017-08-23 14:30	14924	1138
2017-08-23 15:30	15401	843
2017-08-23 16:30	1500	1332
2017-08-23 17:30	0	0
