hours	outs	dppm
06:30	5915	169
07:30	15841	757
08:30	8418	831
09:30	12286	732
10:30	12817	312
11:30	13770	363
12:30	12471	0
13:30	12913	155
14:30	9445	212
15:30	9958	0
16:30	0	0
17:30	0	0
