hours	outs	dppm
06:30	11205	1604
07:30	12750	1175
08:30	12222	572
09:30	6314	949
10:30	14641	341
11:30	11326	1235
12:30	4412	0
13:30	0	0
14:30	0	0
15:30	0	0
16:30	0	0
17:30	0	0
