hours	outs	dppm
06:30	9878	1516
07:30	11296	2120
08:30	13420	2601
09:30	12847	2020
10:30	10859	1838
11:30	12886	775
12:30	2971	1009
13:30	0	0
14:30	0	0
15:30	0	0
16:30	0	0
17:30	0	0
