hours,outs,dppm
2017-08-31 06:30,8841,0
2017-08-31 07:30,11397,175
2017-08-31 08:30,10809,555
2017-08-31 09:30,12680,552
2017-08-31 10:30,14189,141
2017-08-31 11:30,5872,681
2017-08-31 12:30,14114,425
2017-08-31 13:30,12223,164
2017-08-31 14:30,3986,0
2017-08-31 15:30,0,0
2017-08-31 16:30,0,0
2017-08-31 17:30,0,0
