hours	outs	dppm
06:30	9909	907
07:30	10364	4036
08:30	12317	2268
09:30	11894	1595
10:30	10901	1831
11:30	6942	2156
12:30	13596	2275
13:30	11422	350
14:30	500	5964
15:30	0	0
16:30	0	0
17:30	0	0
