process_id,IF(SUM(out_qty) IS NULL, 0, SUM(out_qty))
DAMAGE,150474
POLY,151508
BSGDEP,152904
NTM,146973
NOXE,143063
NDEP,150400
PTM,158468
TOXE,155692
CLEANTEX,142305
PDRIVE,138521
ARC_BARC,135406
PBA,139494
LCM,135009
SEED,134819
FGA,142914
PLM,151262
EDG_CTR,151448
PLATING,159010
ETCHBK,161544
HST,155058
TEST,148388
